,location,total_sqft,bath,price,bhk
4159,Kasavanhalli,1200.0,2.0,60.0,2
4160,Kasavanhalli,4260.0,4.0,333.0,4
4161,Kasavanhalli,1495.0,2.0,83.0,2
4162,Kasavanhalli,4000.0,4.0,325.0,4
4163,Kasavanhalli,1225.0,2.0,69.0,3
4164,Kasavanhalli,1917.0,3.0,132.0,3
4165,Kasavanhalli,1375.0,2.0,78.0,2
4166,Kasavanhalli,4408.0,4.0,344.0,4
4167,Kasavanhalli,1309.0,2.0,95.0,2
4168,Kasavanhalli,1476.0,3.0,105.0,3
4169,Kasavanhalli,1158.0,2.0,67.0,2
4170,Kasavanhalli,1214.0,2.0,67.0,2
4171,Kasavanhalli,2110.0,4.0,120.0,3
4172,Kasavanhalli,1495.0,2.0,110.0,2
4173,Kasavanhalli,1575.0,2.0,85.0,2
4174,Kasavanhalli,1069.0,2.0,55.0,2
4175,Kasavanhalli,1100.0,2.0,68.0,2
4176,Kasavanhalli,1715.0,3.0,112.0,3
4177,Kasavanhalli,1100.0,2.0,65.0,2
4178,Kasavanhalli,1230.0,2.0,66.25,2
4179,Kasavanhalli,1819.0,3.0,150.0,3
4182,Kasavanhalli,1585.0,2.0,90.0,2
4183,Kasavanhalli,1245.0,2.0,80.0,2
4184,Kasavanhalli,2035.0,3.0,142.0,3
4185,Kasavanhalli,1747.0,3.0,110.0,3
4186,Kasavanhalli,1377.0,2.0,80.0,2
4187,Kasavanhalli,1181.0,2.0,61.0,2
4188,Kasavanhalli,1121.0,2.0,75.0,2
4189,Kasturi Nagar,1925.0,3.0,125.0,3
4190,Kasturi Nagar,1567.0,2.0,92.0,2
4193,Kasturi Nagar,1080.0,2.0,80.0,2
4194,Kasturi Nagar,1101.0,2.0,65.0,2
4196,Kasturi Nagar,1896.0,3.0,125.0,4
4197,Kasturi Nagar,1100.0,2.0,58.0,2
4198,Kasturi Nagar,1570.0,3.0,110.0,3
4199,Kasturi Nagar,1000.0,2.0,58.0,2
4200,Kasturi Nagar,1101.0,2.0,66.0,2
4201,Kasturi Nagar,2507.0,4.0,155.0,4
4202,Kathriguppe,1400.0,2.0,77.0,3
4203,Kathriguppe,1250.0,2.0,68.75,3
4204,Kathriguppe,1245.0,2.0,68.48,3
4205,Kathriguppe,1350.0,2.0,87.01,3
4206,Kathriguppe,1350.0,2.0,80.99,3
4207,Kathriguppe,1365.0,2.0,75.08,3
4208,Kathriguppe,1300.0,3.0,77.99,3
4209,Kathriguppe,1350.0,2.0,80.99,3
4210,Kathriguppe,1390.0,2.0,76.45,3
4211,Kathriguppe,1350.0,3.0,78.3,3
4212,Kathriguppe,1250.0,2.0,68.75,3
4213,Kathriguppe,1300.0,3.0,77.99,3
4214,Kathriguppe,1335.0,2.0,73.43,3
4215,Kathriguppe,1300.0,3.0,77.99,3
4216,Kathriguppe,1300.0,3.0,77.99,3
4217,Kathriguppe,1335.0,2.0,73.43,3
4218,Kathriguppe,1350.0,3.0,80.99,3
4219,Kathriguppe,1250.0,2.0,68.75,2
4220,Kathriguppe,1350.0,3.0,80.99,3
4221,Kaval Byrasandra,1200.0,2.0,52.0,2
4222,Kaval Byrasandra,1020.0,2.0,52.0,2
4223,Kaval Byrasandra,1200.0,2.0,49.5,2
4224,Kaval Byrasandra,945.0,2.0,50.0,2
4225,Kaval Byrasandra,1060.0,2.0,45.0,2
4226,Kaval Byrasandra,1100.0,2.0,46.0,2
4227,Kaval Byrasandra,1185.0,2.0,49.0,2
4228,Kaval Byrasandra,997.0,2.0,53.0,2
4229,Kaval Byrasandra,1060.0,2.0,42.0,2
4230,Kaval Byrasandra,480.0,1.0,25.0,1
4231,Kaval Byrasandra,1125.0,2.0,41.5,2
4232,Kaval Byrasandra,1180.0,2.0,60.0,2
4233,Kaval Byrasandra,1450.0,3.0,75.0,3
4234,Kaval Byrasandra,1066.0,2.0,55.0,2
4235,Kaval Byrasandra,1025.0,2.0,60.0,2
4236,Kaval Byrasandra,1400.0,3.0,75.0,3
4237,Kenchenahalli,1015.0,2.0,58.0,2
4238,Kenchenahalli,1150.0,2.0,58.0,2
4239,Kenchenahalli,1280.0,2.0,69.0,3
4240,Kenchenahalli,1410.0,2.0,73.0,3
4241,Kenchenahalli,870.0,1.0,45.0,2
4242,Kenchenahalli,1150.0,2.0,60.0,2
4243,Kenchenahalli,700.0,1.0,35.0,1
4244,Kenchenahalli,1060.0,2.0,52.0,2
4245,Kenchenahalli,1150.0,2.0,57.0,2
4246,Kenchenahalli,1720.0,3.0,100.0,3
4248,Kengeri,750.0,2.0,38.0,2
4250,Kengeri,1197.0,2.0,50.0,2
4251,Kengeri,1200.0,2.0,58.0,2
4253,Kengeri,726.0,2.0,31.0,2
4255,Kengeri,1025.0,2.0,57.0,2
4257,Kengeri,1082.0,2.0,49.0,3
4260,Kengeri,750.0,2.0,36.0,2
4261,Kengeri,963.0,2.0,40.0,2
4263,Kengeri,726.0,2.0,35.0,2
4264,Kengeri,416.0,1.0,19.5,1
4265,Kengeri,900.0,2.0,45.0,2
4268,Kengeri,502.0,1.0,25.0,1
4270,Kengeri,1200.0,3.0,67.0,3
4271,Kengeri,725.0,2.0,30.0,2
4272,Kengeri,500.0,1.0,17.0,1
4273,Kengeri,540.0,1.0,22.5,1
4274,Kengeri,750.0,2.0,35.5,2
4275,Kengeri,1741.0,3.0,80.0,3
4277,Kengeri,1200.0,2.0,58.0,2
4280,Kengeri,750.0,2.0,36.5,2
4282,Kengeri,416.0,1.0,18.0,1
4284,Kengeri,883.0,2.0,49.0,2
4285,Kengeri,1052.0,2.0,51.0,2
4286,Kengeri,1220.0,2.0,63.0,2
4287,Kengeri,1150.0,1.0,52.0,1
4288,Kengeri,1192.0,2.0,53.5,2
4290,Kengeri,750.0,2.0,40.0,2
4291,Kengeri,1035.0,2.0,51.5,2
4292,Kengeri,3000.0,5.0,130.0,8
4293,Kengeri,410.0,1.0,15.0,1
4294,Kengeri,416.0,1.0,17.19,1
4297,Kengeri,2500.0,4.0,100.0,5
4298,Kengeri,550.0,1.0,16.75,1
4299,Kengeri Satellite Town,890.0,2.0,35.0,2
4300,Kengeri Satellite Town,883.0,2.0,45.0,2
4301,Kengeri Satellite Town,1415.0,2.0,66.0,3
4302,Kengeri Satellite Town,930.0,1.0,30.0,1
4303,Kengeri Satellite Town,1635.0,2.0,78.0,3
4304,Kengeri Satellite Town,1050.0,2.0,43.0,2
4305,Kengeri Satellite Town,1007.0,2.0,42.0,2
4306,Kengeri Satellite Town,635.0,1.0,22.0,2
4307,Kengeri Satellite Town,818.0,2.0,26.0,2
4308,Kengeri Satellite Town,1030.0,2.0,50.0,2
4309,Kengeri Satellite Town,795.0,2.0,32.0,2
4310,Kengeri Satellite Town,1302.5,2.0,44.285,2
4311,Kengeri Satellite Town,800.0,2.0,40.0,2
4312,Kengeri Satellite Town,654.0,1.0,22.0,1
4313,Kengeri Satellite Town,1060.0,2.0,42.0,2
4314,Kengeri Satellite Town,750.0,2.0,33.0,2
4315,Kengeri Satellite Town,920.0,2.0,39.0,2
4316,Kengeri Satellite Town,985.0,2.0,42.0,2
4317,Kengeri Satellite Town,410.0,1.0,15.0,1
4318,Kengeri Satellite Town,1120.0,2.0,49.0,2
4320,Kengeri Satellite Town,1110.0,2.0,43.0,2
4321,Kengeri Satellite Town,1170.0,2.0,50.0,2
4322,Kengeri Satellite Town,777.4,2.0,25.0,2
4323,Kengeri Satellite Town,800.0,2.0,32.0,2
4324,Kereguddadahalli,950.0,2.0,32.0,2
4325,Kereguddadahalli,1400.0,2.0,48.0,3
4326,Kereguddadahalli,800.0,2.0,28.0,2
4327,Kereguddadahalli,904.0,2.0,30.0,2
4329,Kereguddadahalli,1000.0,2.0,30.0,2
4330,Kereguddadahalli,1240.0,3.0,41.0,3
4331,Kereguddadahalli,600.0,1.0,19.5,1
4332,Kereguddadahalli,1080.0,2.0,32.0,2
4333,Kereguddadahalli,1000.0,2.0,34.0,2
4336,Kereguddadahalli,1015.0,2.0,35.0,2
4337,Kodichikkanahalli,1190.0,2.0,57.0,3
4338,Kodichikkanahalli,995.0,2.0,41.0,2
4340,Kodichikkanahalli,1495.0,2.0,75.0,3
4341,Kodichikkanahalli,1125.0,2.0,52.0,2
4342,Kodichikkanahalli,1150.0,2.0,48.0,2
4343,Kodichikkanahalli,1070.0,2.0,43.0,2
4344,Kodichikkanahalli,1620.0,2.0,85.0,3
4346,Kodichikkanahalli,1026.0,2.0,45.0,2
4348,Kodichikkanahalli,450.0,1.0,18.0,1
4349,Kodichikkanahalli,907.0,2.0,38.5,2
4350,Kodichikkanahalli,1181.0,2.0,57.0,2
4351,Kodichikkanahalli,900.0,2.0,42.0,2
4353,Kodichikkanahalli,1400.0,3.0,66.0,3
4354,Kodichikkanahalli,976.0,2.0,50.0,2
4355,Kodichikkanahalli,2700.0,4.0,125.0,5
4356,Kodichikkanahalli,1299.0,2.0,58.0,2
4357,Kodigehaali,1166.0,2.0,55.0,2
4358,Kodigehaali,1320.0,3.0,65.0,3
4359,Kodigehaali,1117.0,2.0,56.0,2
4360,Kodigehaali,1200.0,2.0,55.0,2
4361,Kodigehaali,1200.0,2.0,60.0,2
4362,Kodigehaali,1013.0,2.0,51.0,2
4363,Kodigehaali,1324.0,3.0,65.0,3
4364,Kodigehaali,965.0,2.0,38.0,2
4365,Kodigehaali,866.0,2.0,32.0,2
4366,Kodigehaali,1442.0,3.0,80.0,3
4367,Kodigehalli,1270.0,2.0,98.0,2
4368,Kodigehalli,1200.0,2.0,48.0,2
4369,Kodigehalli,655.0,1.0,53.0,1
4370,Kodigehalli,1820.0,3.0,150.0,3
4371,Kodigehalli,635.0,1.0,28.0,2
4372,Kodigehalli,1200.0,4.0,156.0,3
4373,Kodihalli,3252.0,5.0,335.0,4
4374,Kodihalli,2700.0,4.0,270.0,3
4375,Kodihalli,2392.0,4.0,260.0,3
4376,Kodihalli,2408.0,4.0,260.0,3
4377,Kodihalli,2500.0,4.0,260.0,3
4378,Kodihalli,1620.0,3.0,130.0,3
4379,Kodihalli,3260.0,5.0,388.0,4
4380,Kodihalli,3197.0,5.0,335.0,4
4381,Kodihalli,1490.0,2.0,150.0,2
4382,Kogilu,1909.0,3.0,88.0,3
4384,Kogilu,1170.0,2.0,51.99,2
4385,Kogilu,650.0,2.0,28.0,2
4386,Kogilu,1140.0,2.0,50.66,2
4387,Kogilu,1200.0,2.0,53.33,2
4388,Kogilu,1934.0,3.0,150.0,3
4389,Kogilu,540.0,1.0,36.0,1
4390,Kogilu,1559.0,3.0,127.0,3
4391,Kogilu,1190.0,2.0,50.66,2
4392,Kogilu,1140.0,2.0,50.66,2
4393,Kogilu,1559.0,3.0,120.0,3
4394,Kogilu,700.0,1.0,30.84,1
4395,Kogilu,1250.0,2.0,55.55,2
4396,Kogilu,1200.0,2.0,53.33,2
4397,Kogilu,952.0,2.0,49.0,2
4398,Kogilu,700.0,1.0,30.84,1
4399,Kogilu,1250.0,2.0,55.55,2
4400,Kogilu,2456.0,7.0,85.0,7
4401,Kogilu,1140.0,2.0,50.66,2
4402,Kogilu,1140.0,2.0,50.66,2
4403,Konanakunte,2791.0,3.0,223.0,3
4404,Konanakunte,884.0,1.0,58.0,2
4405,Konanakunte,1400.0,2.0,73.0,3
4406,Konanakunte,3000.0,4.0,160.0,4
4407,Konanakunte,2400.0,2.0,180.0,3
4409,Konanakunte,1423.0,2.0,85.0,3
4410,Koramangala,1320.0,2.0,165.0,2
4411,Koramangala,1253.0,2.0,102.0,2
4412,Koramangala,1580.0,3.0,160.0,3
4414,Koramangala,3500.0,5.0,425.0,4
4415,Koramangala,1005.0,1.0,110.0,2
4416,Koramangala,2292.0,4.0,275.0,3
4418,Koramangala,1290.0,2.0,100.0,2
4419,Koramangala,1300.0,2.0,110.0,2
4421,Koramangala,1325.0,2.0,119.0,2
4422,Koramangala,1140.0,2.0,75.2,2
4423,Koramangala,1260.0,2.0,100.0,2
4424,Koramangala,1975.0,3.0,210.0,3
4425,Koramangala,1900.0,2.0,200.0,2
4427,Koramangala,2292.0,3.0,286.0,3
4428,Koramangala,2300.0,3.0,290.0,3
4433,Koramangala,1320.0,2.0,150.0,2
4434,Koramangala,1320.0,2.0,110.0,2
4435,Koramangala,5985.0,4.0,775.0,4
4438,Koramangala,2246.0,3.0,300.0,3
4441,Koramangala,1083.0,2.0,100.0,2
4442,Koramangala,1744.0,3.0,200.0,3
4443,Koramangala,1180.0,2.0,128.0,2
4444,Koramangala,1320.0,2.0,160.0,2
4445,Koramangala,1370.0,2.0,125.0,2
4446,Koramangala,1100.0,2.0,85.0,2
4447,Koramangala,1249.0,2.0,165.0,2
4448,Koramangala,1200.0,2.0,100.0,2
4450,Koramangala,2223.0,3.0,300.0,3
4451,Koramangala,1744.0,4.0,210.0,3
4452,Koramangala,1866.0,4.0,245.0,3
4453,Koramangala,1320.0,2.0,160.0,2
4454,Koramangala,1350.0,2.0,103.0,2
4455,Koramangala,6000.0,4.0,625.0,4
4457,Koramangala,1320.0,2.0,160.0,2
4458,Koramangala,1710.0,3.0,210.0,3
4459,Koramangala,1355.0,2.0,95.0,2
4460,Koramangala,1600.0,3.0,170.0,3
4461,Koramangala,1260.0,2.0,100.0,2
4464,Kothannur,1206.0,2.0,48.23,2
4466,Kothannur,1100.0,2.0,40.0,2
4467,Kothannur,1197.0,2.0,47.88,2
4468,Kothannur,1197.0,2.0,47.8,2
4469,Kothannur,1070.0,2.0,42.79,2
4472,Kothannur,1070.0,2.0,38.6,2
4473,Kothannur,1485.0,2.0,59.4,3
4474,Kothannur,1215.0,2.0,48.6,3
4475,Kothannur,1404.0,2.0,56.15,3
4476,Kothanur,1200.0,2.0,51.0,2
4477,Kothanur,2400.0,2.0,150.0,3
4478,Kothanur,1828.0,3.0,110.0,3
4479,Kothanur,1186.0,2.0,58.0,2
4481,Kothanur,1847.0,3.0,105.0,3
4483,Kothanur,9600.0,5.0,550.0,5
4484,Kothanur,1435.0,3.0,70.0,3
4485,Kothanur,1187.0,2.0,58.0,2
4486,Kothanur,1847.0,3.0,110.0,3
4487,Kothanur,1460.0,3.0,71.0,3
4488,Kothanur,1185.0,2.0,59.0,2
4489,Kothanur,1436.0,3.0,70.0,3
4490,Kothanur,1462.0,3.0,71.0,3
4491,Kothanur,1790.0,3.0,105.0,3
4493,Kothanur,1070.0,2.0,45.5,2
4495,Kothanur,1145.0,2.0,56.0,2
4496,Kothanur,3401.0,5.0,230.0,4
4497,Kothanur,1455.0,2.0,69.0,2
4498,Kothanur,627.0,1.0,30.0,1
4499,Kothanur,1302.0,2.0,68.5,2
4500,Kothanur,1760.0,3.0,111.0,3
4501,Kothanur,1185.0,2.0,58.0,2
4502,Kothanur,1500.0,1.0,75.0,1
4503,Kothanur,1075.0,2.0,53.0,2
4504,Kothanur,1790.0,3.0,97.0,3
4505,Kothanur,2700.0,4.0,175.0,4
4506,Kothanur,1786.0,2.0,106.0,3
4507,Kothanur,1787.0,3.0,107.0,3
4508,Kothanur,1141.0,2.0,54.0,2
4509,Kothanur,1760.0,3.0,110.0,3
4511,Kothanur,1160.0,2.0,57.0,2
4512,Kothanur,1095.0,2.0,55.0,2
4513,Kothanur,1142.0,2.0,56.0,2
4514,Kothanur,1074.0,2.0,54.0,2
4515,Kothanur,1285.0,2.0,60.0,2
4516,Kothanur,1075.0,2.0,53.0,2
4517,Kothanur,1140.0,2.0,56.0,2
4518,Kothanur,1400.0,2.0,70.0,2
4521,Kothanur,1140.0,2.0,56.0,2
4522,Kothanur,1787.0,3.0,120.0,3
4523,Kothanur,1185.0,2.0,59.0,2
4525,Kothanur,1790.0,3.0,105.0,3
4526,Kothanur,1130.0,2.0,55.0,2
4527,Kothanur,1094.0,2.0,54.0,2
4528,Kothanur,1170.0,3.0,80.0,3
4529,Kothanur,1400.0,2.0,65.0,2
4530,Kothanur,1195.0,2.0,59.0,2
4531,Kothanur,1790.0,3.0,120.0,3
4532,Kothanur,1454.0,3.0,71.5,3
4533,Kudlu,1152.0,2.0,53.5,2
4534,Kudlu,1027.0,2.0,43.0,2
4535,Kudlu,1092.0,2.0,44.0,2
4536,Kudlu,1027.0,2.0,43.0,2
4537,Kudlu,1092.0,2.0,44.0,2
4538,Kudlu,1143.0,2.0,55.0,2
4540,Kudlu,1024.0,2.0,44.0,2
4542,Kudlu,1600.0,3.0,79.0,3
4543,Kudlu,1027.0,2.0,42.0,2
4544,Kudlu,1076.0,2.0,50.0,2
4545,Kudlu,1027.0,2.0,44.0,2
4546,Kudlu,1084.0,2.0,53.0,2
4547,Kudlu,1300.0,2.0,56.0,2
4548,Kudlu,1027.0,2.0,44.0,2
4549,Kudlu,1245.0,2.0,60.0,3
4550,Kudlu,1027.0,2.0,44.0,2
4551,Kudlu,1110.0,2.0,46.0,2
4552,Kudlu,2100.0,3.0,114.0,4
4553,Kudlu,1027.0,2.0,44.0,2
4554,Kudlu,720.0,1.0,33.0,1
4555,Kudlu,1027.0,2.0,44.0,2
4556,Kudlu,1162.0,2.0,52.0,2
4557,Kudlu,1041.0,2.0,53.0,2
4558,Kudlu Gate,1535.0,3.0,83.0,3
4559,Kudlu Gate,1535.0,3.0,85.0,3
4561,Kudlu Gate,1535.0,3.0,86.0,3
4562,Kudlu Gate,1564.0,2.0,92.0,3
4564,Kudlu Gate,1238.0,2.0,55.0,2
4565,Kudlu Gate,1335.0,3.0,89.0,3
4566,Kudlu Gate,703.0,1.0,52.0,1
4567,Kudlu Gate,1535.0,3.0,86.0,3
4568,Kudlu Gate,1532.0,3.0,83.0,3
4569,Kudlu Gate,1113.0,2.0,50.0,2
4571,Kudlu Gate,1185.0,2.0,50.0,2
4575,Kudlu Gate,1215.0,2.0,45.0,2
4576,Kudlu Gate,812.0,2.0,38.25,2
4577,Kudlu Gate,1547.0,2.0,103.0,2
4578,Kudlu Gate,1336.0,2.0,86.0,2
4579,Kudlu Gate,1919.0,3.0,121.0,3
4580,Kudlu Gate,1464.0,3.0,56.0,2
4581,Kudlu Gate,1535.0,3.0,85.0,3
4582,Kudlu Gate,1850.0,3.0,120.0,3
4583,Kudlu Gate,940.0,2.0,69.57,2
4584,Kudlu Gate,1215.0,2.0,44.96,2
4585,Kudlu Gate,1164.0,2.0,75.0,2
4587,Kudlu Gate,1183.0,2.0,79.54,2
4588,Kudlu Gate,1850.0,3.0,110.0,3
4590,Kudlu Gate,1183.0,2.0,79.54,2
4591,Kudlu Gate,1200.0,2.0,44.4,2
4593,Kudlu Gate,1310.0,2.0,53.0,2
4594,Kumaraswami Layout,2000.0,4.0,139.0,4
4595,Kumaraswami Layout,1000.0,2.0,48.5,2
4596,Kumaraswami Layout,1000.0,2.0,58.0,2
4597,Kumaraswami Layout,2400.0,7.0,125.0,7
4598,Kumaraswami Layout,2400.0,2.0,125.0,3
4599,Kumaraswami Layout,1310.0,2.0,70.0,3
4600,Kumaraswami Layout,850.0,1.0,78.0,1
4601,Kumaraswami Layout,3200.0,7.0,150.0,7
4602,Kumaraswami Layout,1310.0,2.0,85.0,3
4603,Kumaraswami Layout,2450.0,3.0,110.0,4
4604,Kumaraswami Layout,3100.0,7.0,145.0,7
4605,Kumaraswami Layout,1200.0,3.0,75.0,3
4606,Kumaraswami Layout,1081.0,2.0,60.0,2
4607,Kundalahalli,1724.0,3.0,125.0,3
4608,Kundalahalli,1030.0,2.0,49.0,2
4609,Kundalahalli,735.0,2.0,57.99,2
4610,Kundalahalli,1047.0,2.0,82.0,2
4611,Kundalahalli,1397.0,3.0,105.0,3
4612,Kundalahalli,1724.0,3.0,127.0,3
4613,Kundalahalli,1010.0,2.0,49.27,2
4614,Kundalahalli,1397.0,3.0,110.0,3
4615,Kundalahalli,1397.0,3.0,104.0,3
4616,Kundalahalli,1397.0,3.0,108.0,3
4617,Kundalahalli,1920.0,3.0,150.0,3
4618,Kundalahalli,1397.0,3.0,105.0,3
4620,Kundalahalli,1724.0,3.0,124.0,3
4621,Kundalahalli,1047.0,2.0,84.0,2
4622,Kundalahalli,1047.0,2.0,83.0,2
4623,Kundalahalli,7000.0,4.0,550.0,4
4625,Kundalahalli,1120.0,2.0,53.76,2
4626,Kundalahalli,1047.0,2.0,82.62,2
4627,Kundalahalli,1047.0,2.0,91.0,2
4628,Kundalahalli,1724.0,3.0,146.0,3
4629,Kundalahalli,1600.0,3.0,170.0,3
4631,Kundalahalli,1724.0,3.0,125.0,3
4632,Kundalahalli,1010.0,2.0,48.27,2
4633,Kundalahalli,1047.0,2.0,89.0,2
4634,Kundalahalli,2500.0,5.0,245.0,4
4635,Kundalahalli,1397.0,3.0,105.0,3
4637,Kundalahalli,1047.0,2.0,72.0,2
4638,Kundalahalli,1260.0,2.0,58.0,2
4639,Kundalahalli,3092.0,4.0,230.0,4
4640,Kundalahalli,1065.0,2.0,70.0,2
4641,Kundalahalli,1724.0,3.0,146.0,3
4642,Kundalahalli,1047.0,2.0,91.0,2
4643,Kundalahalli,1724.0,3.0,128.0,3
4644,Kundalahalli,1315.0,2.0,74.0,2
4645,Kundalahalli,2100.0,3.0,150.0,3
4646,Kundalahalli,1724.0,3.0,125.0,3
4647,Kundalahalli,1724.0,3.0,140.0,3
4648,Kundalahalli,1175.0,2.0,65.0,2
4649,LB Shastri Nagar,1043.0,2.0,55.0,2
4650,LB Shastri Nagar,665.0,1.0,32.0,1
4651,LB Shastri Nagar,1400.0,2.0,80.0,3
4652,LB Shastri Nagar,1184.0,2.0,62.0,2
4653,LB Shastri Nagar,1000.0,2.0,49.5,2
4654,Laggere,2800.0,5.0,125.0,5
4655,Laggere,1200.0,3.0,130.0,3
4656,Laggere,1200.0,1.0,125.0,1
4657,Laggere,1200.0,2.0,75.0,2
4658,Laggere,620.0,2.0,48.0,1
4659,Lakshminarayana Pura,1185.0,2.0,75.0,2
4660,Lakshminarayana Pura,1600.0,2.0,108.0,3
4661,Lakshminarayana Pura,1180.0,2.0,75.0,2
4662,Lakshminarayana Pura,1172.0,2.0,82.0,2
4663,Lakshminarayana Pura,1179.0,2.0,75.0,2
4664,Lakshminarayana Pura,1149.0,2.0,75.0,2
4665,Lakshminarayana Pura,1336.0,2.0,100.0,2
4666,Lakshminarayana Pura,1175.0,2.0,75.0,2
4667,Lakshminarayana Pura,1190.0,2.0,75.0,2
4668,Lakshminarayana Pura,1200.0,2.0,75.0,2
4669,Lakshminarayana Pura,1200.0,2.0,75.0,2
4670,Lakshminarayana Pura,1165.0,2.0,75.0,2
4671,Lakshminarayana Pura,1145.0,2.0,75.0,2
4672,Lakshminarayana Pura,1500.0,3.0,104.0,3
4673,Lakshminarayana Pura,1210.0,2.0,75.0,2
4674,Lakshminarayana Pura,1169.0,2.0,75.0,2
4675,Lakshminarayana Pura,1200.0,2.0,75.0,2
4676,Lakshminarayana Pura,1172.0,2.0,75.0,2
4677,Lakshminarayana Pura,1172.0,2.0,75.0,2
4678,Lakshminarayana Pura,1180.0,2.0,75.0,2
4679,Lakshminarayana Pura,1200.0,2.0,83.0,2
4680,Lakshminarayana Pura,1200.0,2.0,80.0,2
4681,Lakshminarayana Pura,1195.0,2.0,75.0,2
4682,Lakshminarayana Pura,1200.0,2.0,80.0,2
4683,Lingadheeranahalli,1521.0,3.0,95.0,3
4684,Lingadheeranahalli,1511.0,3.0,95.0,3
4685,Lingadheeranahalli,1683.0,3.0,109.0,3
4686,Lingadheeranahalli,1519.0,3.0,93.0,3
4687,Lingadheeranahalli,1521.0,3.0,94.99,3
4688,Lingadheeranahalli,1682.0,3.0,120.0,3
4689,Lingadheeranahalli,1521.0,3.0,94.71,3
4690,Lingadheeranahalli,1893.0,3.0,130.0,3
4691,Lingadheeranahalli,1705.0,3.0,110.0,3
4692,Lingadheeranahalli,2245.0,4.0,154.0,4
4693,Lingadheeranahalli,1682.0,3.0,113.0,3
4694,Lingadheeranahalli,1682.0,3.0,114.0,3
4695,Lingadheeranahalli,1506.0,3.0,95.0,3
4696,Lingadheeranahalli,1683.0,3.0,110.0,3
4697,Lingadheeranahalli,1684.0,3.0,120.0,3
4698,Lingadheeranahalli,2236.0,4.0,153.0,4
4699,Lingadheeranahalli,1894.0,4.0,114.0,3
4700,Lingadheeranahalli,2240.0,4.0,160.0,4
4701,Magadi Road,1116.0,2.0,50.0,2
4702,Magadi Road,884.0,2.0,41.1,2
4703,Magadi Road,1005.0,2.0,55.78,2
4704,Magadi Road,1000.0,2.0,46.5,2
4705,Magadi Road,1500.0,2.0,93.0,4
4707,Magadi Road,1345.0,2.0,55.0,2
4709,Magadi Road,1116.0,2.0,51.89,2
4710,Magadi Road,1052.0,2.0,60.0,3
4711,Magadi Road,940.0,2.0,50.0,2
4712,Magadi Road,1318.0,2.0,68.0,3
4714,Magadi Road,884.0,2.0,48.0,2
4716,Mahadevpura,1150.0,2.0,52.0,2
4717,Mahadevpura,1250.0,2.0,52.0,2
4718,Mahadevpura,1260.0,2.0,57.6,2
4719,Mahadevpura,730.0,1.0,35.0,1
4720,Mahadevpura,1434.0,2.0,67.39,3
4721,Mahadevpura,1146.0,2.0,53.8,2
4722,Mahadevpura,1532.0,2.0,62.0,2
4723,Mahadevpura,1620.0,2.0,76.0,3
4724,Mahadevpura,1136.0,2.0,64.5,2
4725,Mahadevpura,1400.0,2.0,65.8,3
4726,Mahadevpura,1137.0,2.0,53.4,2
4727,Mahadevpura,1601.0,3.0,95.0,3
4728,Mahadevpura,1450.0,3.0,75.0,3
4729,Mahadevpura,1152.0,2.0,54.0,2
4730,Mahadevpura,1212.0,2.0,56.9,2
4732,Mahadevpura,1505.0,3.0,78.0,3
4733,Mahadevpura,1500.0,2.0,70.0,3
4734,Mahadevpura,1236.0,2.0,58.0,2
4735,Mahadevpura,1236.0,2.0,58.0,2
4736,Mahadevpura,1120.0,2.0,53.0,2
4737,Mahalakshmi Layout,1575.0,5.0,158.0,4
4738,Mahalakshmi Layout,1105.0,2.0,80.0,2
4739,Mahalakshmi Layout,1200.0,2.0,110.0,3
4740,Mahalakshmi Layout,1876.0,3.0,150.0,3
4741,Mallasandra,1665.0,3.0,95.0,3
4742,Mallasandra,1665.0,3.0,86.58,3
4743,Mallasandra,1340.0,2.0,61.0,2
4744,Mallasandra,1325.0,2.0,70.0,2
4745,Mallasandra,1665.0,3.0,86.91,3
4746,Mallasandra,1325.0,2.0,70.0,2
4747,Mallasandra,905.0,2.0,40.0,2
4748,Mallasandra,1325.0,2.0,65.0,2
4749,Mallasandra,1325.0,2.0,73.0,2
4750,Mallasandra,1565.0,2.0,69.0,2
4751,Mallasandra,905.0,2.0,35.0,2
4753,Mallasandra,1100.0,2.0,76.3,3
4754,Malleshpalya,1140.0,2.0,46.5,2
4755,Malleshpalya,1225.0,2.0,46.86,2
4757,Malleshpalya,1052.0,2.0,50.0,2
4758,Malleshpalya,1405.0,2.0,77.0,3
4759,Malleshpalya,1065.0,2.0,50.0,2
4760,Malleshpalya,1210.0,2.0,55.0,2
4762,Malleshpalya,1060.0,2.0,40.0,2
4763,Malleshpalya,1430.0,2.0,69.5,3
4764,Malleshpalya,1421.0,2.0,90.0,2
4765,Malleshpalya,1245.0,2.0,55.0,2
4766,Malleshpalya,1200.0,2.0,46.0,2
4767,Malleshpalya,1225.0,2.0,52.0,2
4768,Malleshwaram,705.0,1.0,67.0,1
4769,Malleshwaram,12000.0,7.0,2200.0,7
4770,Malleshwaram,2500.0,5.0,325.0,4
4771,Malleshwaram,2006.0,3.0,297.0,3
4772,Malleshwaram,686.0,1.0,62.5,1
4773,Malleshwaram,2475.0,4.0,332.0,3
4774,Malleshwaram,2610.0,3.0,399.0,3
4775,Malleshwaram,2475.0,4.0,320.0,3
4776,Malleshwaram,900.0,2.0,95.0,2
4777,Malleshwaram,1420.0,2.0,158.0,2
4778,Malleshwaram,2000.0,3.0,250.0,3
